 ,image,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,IntDen,Median,RawIntDen,Ch,bkg_area,bkg_mean,bkg_min,bkg_max,bkg_median,bkg_stdev,radius1,radius2,MeanSub,cellid,nucid,cytoid
4881,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2277.8,287.8,2230,1889,3084,537.5,365.5,537.1,365.1,118444.0,2229,118444.0,1,60,2539.5,1800,4701,2303,700.6,4,6,0.0,5,0,1
4882,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3093.4,689.8,2050,2050,4873,537.5,365.5,536.8,364.9,160857.0,2945,160857.0,2,60,3523.1,1963,8483,3035,1291.7,4,6,0.0,5,0,1
4883,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,15959.7,3976.6,10194,10194,26425,537.5,365.5,537.0,364.9,829906.0,15282,829906.0,3,60,13950.0,7544,26265,12246,4455.9,4,6,2009.7000000000007,5,0,1
4884,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4238.0,554.9,4264,3174,5518,537.5,365.5,537.1,365.0,220378.0,4264,220378.0,4,60,3963.6,2958,5886,3862,581.4,4,6,274.4000000000001,5,0,1
4885,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1718.2,216.8,1600,1400,2201,58.0,367.0,58.0,367.1,89346.0,1626,89346.0,1,60,1721.2,1262,2503,1639,248.2,4,6,0.0,7,0,1
4886,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4817.8,1984.9,1733,1733,9001,58.0,367.0,58.6,367.2,250525.0,4480,250525.0,2,60,4205.9,1815,10231,3704,2305.7,4,6,611.9000000000005,7,0,1
4887,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,21898.2,9998.0,9008,9008,49874,58.0,367.0,58.1,366.9,1138704.0,20038,1138704.0,3,60,11210.5,5259,19259,10287,3249.2,4,6,10687.7,7,0,1
4888,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5539.1,953.2,3708,3708,8180,58.0,367.0,58.2,366.8,288031.0,5593,288031.0,4,60,5467.1,3791,8768,5374,1018.0,4,6,72.0,7,0,1
4889,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1841.2,237.8,1952,1416,2477,161.8,368.2,160.9,368.0,95745.0,1814,95745.0,1,60,1844.5,1478,2348,1791,196.1,4,6,0.0,7,0,1
4890,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4796.0,1516.0,2549,2549,9440,161.8,368.2,160.9,368.2,249394.0,4580,249394.0,2,60,7004.7,2222,14681,6210,3341.3,4,6,0.0,7,0,1
4891,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,20250.9,9313.4,8186,8186,47859,161.8,368.2,161.2,368.3,1053047.0,18565,1053047.0,3,60,14708.3,8301,25371,14129,4098.4,4,6,5542.600000000002,7,0,1
4892,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5302.6,1560.0,3420,3420,10058,161.8,368.2,161.0,367.8,275736.0,5002,275736.0,4,60,4267.8,2879,6878,4201,831.6,4,6,1034.8000000000002,7,0,1
4893,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1799.8,157.9,1909,1523,2186,96.2,369.8,96.0,369.0,93587.0,1798,93587.0,1,60,1809.6,1337,2366,1790,207.3,4,6,0.0,7,0,1
4894,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4578.3,1371.0,1817,1817,7666,96.2,369.8,95.6,368.8,238072.0,4470,238072.0,2,60,4795.3,1748,9560,4753,1982.3,4,6,0.0,7,0,1
4895,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17987.2,7410.6,7387,7387,40180,96.2,369.8,95.9,369.0,935335.0,16674,935335.0,3,60,13592.9,5626,30074,13431,4441.9,4,6,4394.300000000001,7,0,1
4896,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6044.9,1472.3,3225,3225,8995,96.2,369.8,96.0,368.7,314334.0,5772,314334.0,4,60,5919.6,2726,8886,6040,1770.8,4,6,125.29999999999929,7,0,1
4897,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1805.1,159.0,1781,1496,2185,80.0,377.0,80.0,377.0,93867.0,1811,93867.0,1,60,1786.3,1456,2383,1755,202.7,4,6,18.799999999999955,7,0,1
4898,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7648.5,2461.3,4155,4155,13167,80.0,377.0,80.1,377.5,397720.0,7150,397720.0,2,60,6995.6,3250,12378,7054,2385.1,4,6,652.8999999999996,7,0,1
4899,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,27753.5,11707.6,11186,11186,57339,80.0,377.0,79.7,376.7,1443183.0,28247,1443183.0,3,60,18963.2,8147,35059,17884,6207.4,4,6,8790.3,7,0,1
4900,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7672.1,1229.5,4838,4838,9909,80.0,377.0,79.9,376.9,398949.0,7670,398949.0,4,60,6455.6,3895,9444,6647,1414.9,4,6,1216.5,7,0,1
4901,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1696.5,146.8,1762,1434,2077,45.8,378.5,45.0,378.0,88217.0,1677,88217.0,1,60,1661.1,1324,2582,1573,259.3,4,6,35.40000000000009,7,0,1
4902,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3376.4,1000.5,2135,2135,5888,45.8,378.5,44.8,378.0,175572.0,3084,175572.0,2,60,2648.9,1675,4717,2594,554.1,4,6,727.5,7,0,1
4903,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,20035.0,8489.4,9731,9731,45239,45.8,378.5,45.1,378.3,1041820.0,16624,1041820.0,3,60,11437.4,4501,19827,11316,3680.4,4,6,8597.6,7,0,1
4904,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4472.9,731.8,2950,2950,5887,45.8,378.5,45.2,378.1,232590.0,4520,232590.0,4,60,4057.8,2251,6312,4110,1139.3,4,6,415.09999999999945,7,0,1
4905,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1853.5,221.5,1523,1523,2713,159.0,378.0,159.0,378.0,96380.0,1820,96380.0,1,60,1855.8,1346,2333,1852,195.3,4,6,0.0,7,0,1
4906,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9946.3,2399.0,5619,5619,19337,159.0,378.0,159.2,377.8,517210.0,9993,517210.0,2,60,9439.4,5326,18135,8948,2711.5,4,6,506.8999999999997,7,0,1
4907,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,23904.7,10202.4,10170,10170,52191,159.0,378.0,159.3,377.9,1243046.0,21489,1243046.0,3,60,14623.5,9274,25582,14310,3738.4,4,6,9281.2,7,0,1
4908,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4738.3,1432.2,2480,2480,8039,159.0,378.0,159.2,377.7,246392.0,4563,246392.0,4,60,4260.6,2609,6068,4309,794.9,4,6,477.6999999999998,7,0,1
4909,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1916.2,177.9,1691,1630,2337,346.8,378.8,346.0,378.0,99643.0,1879,99643.0,1,60,2030.1,1676,2873,1975,233.8,4,6,0.0,4,0,1
4910,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,27614.7,16964.4,7837,7837,56429,346.8,378.8,345.7,378.5,1435964.0,18900,1435964.0,2,60,11078.2,6493,25349,10390,3620.7,4,6,16536.5,4,0,1
4911,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,36490.9,13921.2,13979,13979,55864,346.8,378.8,345.8,378.3,1897525.0,34675,1897525.0,3,60,18425.3,11637,41513,16996,5596.1,4,6,18065.6,4,0,1
4912,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4951.8,765.8,3531,3531,6903,346.8,378.8,346.2,378.0,257496.0,5093,257496.0,4,60,5167.9,3607,7674,5286,877.2,4,6,0.0,4,0,1
4913,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5434.2,487.1,4669,4669,6975,614.5,378.5,614.0,378.1,282581.0,5373,282581.0,1,60,5442.2,4357,7125,5343,571.9,4,6,0.0,5,5,0
4914,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1982.4,397.1,1731,1322,3343,614.5,378.5,614.1,378.1,103086.0,1915,103086.0,2,60,1922.2,1399,2519,1877,322.6,4,6,60.200000000000045,5,5,0
4915,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11294.5,4503.8,5537,5537,24629,614.5,378.5,614.4,378.2,587313.0,11057,587313.0,3,60,9386.4,5381,14633,9464,2315.5,4,6,1908.1000000000004,5,5,0
4916,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3884.3,477.9,3023,3023,5206,614.5,378.5,614.0,378.0,201983.0,3854,201983.0,4,60,4004.7,3342,5459,3966,429.1,4,6,0.0,5,5,0
4917,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1961.3,203.4,1691,1630,2591,343.5,379.5,343.0,379.0,101986.0,1911,101986.0,1,60,1967.0,1649,2635,1922,202.1,4,6,0.0,7,0,1
4918,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,24259.1,18225.8,6393,6393,56429,343.5,379.5,344.1,379.1,1261471.0,14183,1261471.0,2,60,12741.4,5153,41999,10545,7803.2,4,6,11517.7,7,0,1
4919,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,31704.4,16083.5,12476,12476,55604,343.5,379.5,343.7,379.0,1648628.0,27988,1648628.0,3,60,19040.1,7849,55864,14698,10550.2,4,6,12664.300000000005,7,0,1
4920,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4844.9,770.4,3531,3531,6903,343.5,379.5,343.0,379.2,251934.0,4915,251934.0,4,60,5079.9,3831,6426,5152,667.1,4,6,0.0,7,0,1
4921,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1841.4,211.2,1635,1499,2488,132.5,381.8,132.0,381.0,95751.0,1839,95751.0,1,60,1850.4,1503,2417,1854,180.0,4,6,0.0,7,0,1
4922,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5105.7,2505.0,1720,1720,11089,132.5,381.8,131.7,381.7,265496.0,4910,265496.0,2,60,4966.2,1626,10201,4579,2355.3,4,6,139.5,7,0,1
4923,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16569.0,7281.3,7840,7840,39279,132.5,381.8,132.1,381.3,861590.0,14818,861590.0,3,60,11673.1,5849,17705,12314,3402.2,4,6,4895.9,7,0,1
4924,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4335.8,1242.3,2592,2592,8020,132.5,381.8,132.0,381.4,225464.0,4105,225464.0,4,60,4316.4,2498,7129,4024,1198.7,4,6,19.400000000000546,7,0,1
4925,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1924.2,171.2,1850,1579,2451,210.0,382.0,210.0,381.9,100061.0,1898,100061.0,1,60,1934.7,1471,2695,1921,245.8,4,6,0.0,7,0,1
4926,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5128.8,2346.6,1784,1784,10172,210.0,382.0,210.1,381.8,266699.0,4849,266699.0,2,60,3351.9,1413,7801,2930,1548.2,4,6,1776.9,7,0,1
4927,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17066.3,7166.7,6514,6514,35414,210.0,382.0,210.1,382.1,887450.0,15704,887450.0,3,60,10804.1,6371,21507,10471,3010.1,4,6,6262.199999999999,7,0,1
4928,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4933.0,1021.1,2790,2790,7119,210.0,382.0,210.2,381.8,256515.0,4966,256515.0,4,60,4655.0,3254,6348,4674,854.7,4,6,278.0,7,0,1
4929,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1914.3,232.0,1769,1489,2539,436.5,382.5,436.0,382.0,99546.0,1888,99546.0,1,60,1853.8,1419,2348,1831,206.2,4,6,60.5,4,0,1
4930,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7785.7,2188.6,4532,4532,12887,436.5,382.5,436.2,382.4,404858.0,7338,404858.0,2,60,8532.5,2775,16277,7943,3516.0,4,6,0.0,4,0,1
4931,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22692.2,6603.3,12398,12398,41625,436.5,382.5,436.1,382.1,1179997.0,22444,1179997.0,3,60,17752.2,9009,26375,17409,4485.5,4,6,4940.0,4,0,1
4932,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5524.4,828.1,3847,3847,7391,436.5,382.5,436.2,382.1,287267.0,5377,287267.0,4,60,5003.5,3519,7026,4883,868.5,4,6,520.8999999999996,4,0,1
4933,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1901.7,179.8,1931,1563,2299,244.2,384.8,244.0,384.0,98890.0,1887,98890.0,1,60,1935.3,1555,2629,1929,239.1,4,6,0.0,7,0,1
4934,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2703.2,690.4,3012,1522,4257,244.2,384.8,243.7,384.0,140565.0,2633,140565.0,2,60,3058.2,1582,5536,2900,948.4,4,6,0.0,7,0,1
4935,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17674.6,8092.3,6949,6949,39732,244.2,384.8,243.8,384.4,919078.0,15927,919078.0,3,60,12083.6,8201,18708,11301,2903.1,4,6,5590.999999999998,7,0,1
4936,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5136.2,1263.2,3301,3301,8401,244.2,384.8,244.1,384.4,267083.0,4944,267083.0,4,60,4504.1,3250,6574,4613,753.9,4,6,632.0999999999995,7,0,1
4937,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4291.0,1025.2,2248,2248,6424,532.2,386.5,532.3,386.2,223133.0,4505,223133.0,1,60,4028.5,1920,6774,4279,1386.1,4,6,262.5,5,5,0
4938,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2358.1,364.0,2294,1913,3559,532.2,386.5,532.0,386.0,122619.0,2294,122619.0,2,60,2340.1,1571,3664,2254,478.6,4,6,18.0,5,5,0
4939,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13523.2,4582.6,6854,6854,27448,532.2,386.5,531.8,386.0,703205.0,12614,703205.0,3,60,10653.6,6423,18743,9959,3281.6,4,6,2869.6000000000004,5,5,0
4940,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3983.1,397.9,3705,3314,5014,532.2,386.5,532.0,386.0,207121.0,3985,207121.0,4,60,3919.3,3003,4892,3893,397.7,4,6,63.79999999999973,5,5,0
4941,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1898.6,202.4,1670,1552,2347,197.5,386.5,197.0,386.0,98729.0,1899,98729.0,1,60,1885.7,1510,2323,1885,179.6,4,6,12.899999999999864,7,0,1
4942,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6143.0,2045.6,2354,2354,10316,197.5,386.5,196.7,386.3,319437.0,6390,319437.0,2,60,4906.6,2240,9699,4708,1508.1,4,6,1236.3999999999996,7,0,1
4943,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17337.9,6098.8,7038,7038,34014,197.5,386.5,196.9,386.3,901569.0,17003,901569.0,3,60,12646.0,7249,18435,12328,3050.3,4,6,4691.9000000000015,7,0,1
4944,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3802.4,666.7,2559,2559,5324,197.5,386.5,197.0,386.0,197723.0,3686,197723.0,4,60,4324.2,2578,7433,4200,1064.8,4,6,0.0,7,0,1
4945,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1953.2,188.8,1857,1528,2411,232.5,387.8,232.0,387.0,101567.0,1944,101567.0,1,60,1939.0,1518,2615,1903,230.2,4,6,14.200000000000044,7,0,1
4946,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3524.7,1105.2,1903,1903,7037,232.5,387.8,231.7,386.9,183285.0,3493,183285.0,2,60,4308.2,1706,8619,3802,1700.9,4,6,0.0,7,0,1
4947,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22271.5,9745.6,8034,8034,47036,232.5,387.8,232.3,386.8,1158117.0,21089,1158117.0,3,60,13754.7,6383,33254,11793,6184.3,4,6,8516.8,7,0,1
4948,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5562.8,966.0,3964,3964,7962,232.5,387.8,232.0,387.0,289267.0,5571,289267.0,4,60,4934.6,2931,7316,4969,868.3,4,6,628.1999999999998,7,0,1
4949,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1926.9,217.3,1687,1486,2503,299.5,388.5,299.1,388.0,100200.0,1929,100200.0,1,60,1889.1,1552,2461,1855,203.4,4,6,37.80000000000018,7,0,1
4950,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3983.0,1512.0,2263,2263,8873,299.5,388.5,299.2,388.0,207117.0,3691,207117.0,2,60,3063.9,1719,5261,2957,925.4,4,6,919.1,7,0,1
4951,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,15695.9,5894.1,8762,8762,33893,299.5,388.5,299.0,388.3,816189.0,13557,816189.0,3,60,10496.0,6277,17751,10147,2851.6,4,6,5199.9,7,0,1
4952,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4124.5,728.7,4557,2557,5971,299.5,388.5,298.9,387.8,214473.0,4224,214473.0,4,60,4057.0,2365,6394,4068,1051.1,4,6,67.5,7,0,1
4953,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1617.7,209.4,1432,1300,2303,34.0,392.0,34.0,392.1,84120.0,1605,84120.0,1,60,1632.9,1297,2091,1608,172.7,4,6,0.0,6,0,1
4954,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2706.6,889.1,3907,1528,5057,34.0,392.0,34.0,392.4,140743.0,2501,140743.0,2,60,2565.2,1355,6578,2048,1241.9,4,6,141.4000000000001,6,0,1
4955,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13148.1,6565.6,4091,4091,32096,34.0,392.0,33.9,392.6,683701.0,12226,683701.0,3,60,9883.2,3451,19819,9405,4658.9,4,6,3264.9,6,0,1
4956,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3493.5,626.3,3948,2177,4902,34.0,392.0,34.0,392.2,181660.0,3539,181660.0,4,60,3815.1,1927,6132,3789,1144.2,4,6,0.0,6,0,1
4957,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1919.1,180.1,2043,1601,2340,251.0,391.5,251.0,391.0,99795.0,1888,99795.0,1,60,1948.5,1499,2633,1932,210.8,4,6,0.0,7,0,1
4958,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7625.7,2989.1,3347,3347,13573,251.0,391.5,250.9,391.3,396534.0,6979,396534.0,2,60,5020.0,2046,10331,4700,1894.4,4,6,2605.7,7,0,1
4959,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,20025.3,7686.7,10118,10118,40922,251.0,391.5,251.0,391.2,1041314.0,17510,1041314.0,3,60,11689.6,7052,17050,11090,2807.2,4,6,8335.699999999999,7,0,1
4960,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5666.0,738.8,5241,3947,7798,251.0,391.5,251.1,391.0,294631.0,5741,294631.0,4,60,5486.9,3558,8534,5309,1181.1,4,6,179.10000000000036,7,0,1
4961,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1838.4,156.9,1729,1520,2135,126.2,392.8,126.0,392.0,95596.0,1848,95596.0,1,60,1877.3,1515,2767,1875,242.4,4,6,0.0,7,0,1
4962,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8712.6,4313.6,2086,2086,17001,126.2,392.8,126.9,391.9,453053.0,8553,453053.0,2,60,8052.4,2443,19882,8258,4712.3,4,6,660.2000000000007,7,0,1
4963,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17190.2,7235.3,7349,7349,35794,126.2,392.8,126.1,392.2,893888.0,16065,893888.0,3,60,12848.0,6936,21331,12467,3397.6,4,6,4342.200000000001,7,0,1
4964,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5311.7,1559.8,2912,2912,9142,126.2,392.8,125.9,392.4,276206.0,5109,276206.0,4,60,4628.5,3262,7994,4476,920.9,4,6,683.1999999999998,7,0,1
4965,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1810.3,196.0,1826,1463,2357,75.8,393.8,75.0,393.0,94135.0,1802,94135.0,1,60,1813.9,1454,2389,1802,206.5,4,6,0.0,7,0,1
4966,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6784.7,1921.2,3986,3986,11411,75.8,393.8,74.9,393.1,352806.0,6231,352806.0,2,60,8736.7,4936,16333,8323,2947.9,4,6,0.0,7,0,1
4967,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,20430.6,7488.3,10974,10974,42571,75.8,393.8,75.2,393.2,1062389.0,18641,1062389.0,3,60,12850.2,6196,21951,12788,3003.6,4,6,7580.399999999998,7,0,1
4968,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3747.0,863.3,3408,2155,6295,75.8,393.8,74.9,392.8,194843.0,3550,194843.0,4,60,3743.6,2536,5330,3857,725.5,4,6,3.400000000000091,7,0,1
4969,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1905.4,201.9,1756,1446,2374,319.5,399.5,319.0,399.0,99079.0,1928,99079.0,1,60,1885.2,1529,2460,1868,217.2,4,6,20.200000000000045,7,0,1
4970,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2670.9,625.1,1793,1793,4907,319.5,399.5,319.1,399.1,138887.0,2587,138887.0,2,60,3576.5,1610,8038,3167,1562.0,4,6,0.0,7,0,1
4971,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11646.2,4003.7,5544,5544,20980,319.5,399.5,319.0,399.4,605603.0,10941,605603.0,3,60,10336.5,5774,17342,10606,2916.5,4,6,1309.7000000000007,7,0,1
4972,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3895.8,1088.5,2463,2463,7453,319.5,399.5,318.9,399.3,202582.0,3638,202582.0,4,60,3759.8,2504,5699,3696,752.5,4,6,136.0,7,0,1
4973,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5201.6,865.5,3047,3047,6967,530.0,400.0,530.2,400.0,270483.0,5307,270483.0,1,60,4303.4,2078,6666,4671,1149.0,4,6,898.2000000000007,5,5,0
4974,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2296.4,319.0,2058,1821,2894,530.0,400.0,529.9,400.1,119413.0,2297,119413.0,2,60,2159.8,1468,3297,2149,393.4,4,6,136.5999999999999,5,5,0
4975,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13234.2,4138.4,7274,7274,22626,530.0,400.0,529.8,400.3,688180.0,12495,688180.0,3,60,11530.2,7021,21614,10229,3490.9,4,6,1704.0,5,5,0
4976,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4158.6,434.8,3923,3304,5151,530.0,400.0,529.9,400.0,216245.0,4173,216245.0,4,60,4119.7,2933,5402,4044,612.8,4,6,38.90000000000055,5,5,0
4977,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1888.5,231.1,1683,1519,2630,151.2,401.2,151.0,401.0,98203.0,1861,98203.0,1,60,1885.1,1586,2694,1885,188.6,4,6,3.400000000000091,7,0,1
