 ,image,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,IntDen,Median,RawIntDen,Ch,bkg_area,bkg_mean,bkg_min,bkg_max,bkg_median,bkg_stdev,radius1,radius2,MeanSub,cellid,nucid,cytoid
4214,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4282.6,1289.1,2335,2335,8472,336.5,70.5,336.0,70.1,222693.0,3971,222693.0,2,60,3733.3,2369,6519,3644,852.6,4,6,549.3000000000002,3,0,1
4215,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12465.8,5181.9,6311,6311,25751,336.5,70.5,336.3,70.2,648221.0,11496,648221.0,3,60,9654.1,6747,18508,8904,2352.1,4,6,2811.699999999999,3,0,1
4216,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3668.0,744.6,2344,2344,5817,336.5,70.5,336.0,70.1,190735.0,3555,190735.0,4,60,3512.1,2213,5899,3496,825.6,4,6,155.9000000000001,3,0,1
4217,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5254.9,785.4,5359,3493,7395,165.5,77.5,164.8,76.9,273253.0,5359,273253.0,1,60,5494.8,4078,7085,5458,656.5,4,6,0.0,3,3,0
4218,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10773.9,8328.7,2967,2967,32842,165.5,77.5,165.9,77.4,560242.0,7954,560242.0,2,60,5808.9,2386,14138,4749,2988.1,4,6,4965.0,3,3,0
4219,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,21845.7,7096.5,12005,12005,39603,165.5,77.5,165.3,77.1,1135974.0,19740,1135974.0,3,60,15118.9,9943,26424,14719,2954.2,4,6,6726.800000000001,3,3,0
4220,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4929.6,733.8,3688,3688,6441,165.5,77.5,165.1,76.8,256341.0,4985,256341.0,4,60,5108.6,3973,6870,5003,737.9,4,6,0.0,3,3,0
4221,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6216.1,813.1,6127,4722,8710,261.5,77.5,260.9,77.1,323236.0,6206,323236.0,1,60,6087.1,4598,7429,6104,749.5,4,6,129.0,3,3,0
4222,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6700.9,2927.1,12789,2839,12789,261.5,77.5,261.0,76.3,348449.0,6122,348449.0,2,60,5571.6,2601,9585,5228,1976.6,4,6,1129.2999999999993,3,3,0
4223,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,21158.5,6327.3,9889,9889,40089,261.5,77.5,261.0,76.9,1100242.0,19252,1100242.0,3,60,14337.5,6475,23377,14723,4343.9,4,6,6821.0,3,3,0
4224,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5208.6,1600.0,3850,3674,10361,261.5,77.5,261.2,77.1,270847.0,4632,270847.0,4,60,4690.2,3350,7385,4519,884.6,4,6,518.4000000000005,3,3,0
4225,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5851.6,674.6,6125,4350,7840,163.3,86.7,162.9,86.0,304282.0,5906,304282.0,1,60,5943.6,4537,8284,5862,813.8,4,6,0.0,3,3,0
4226,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8090.4,5428.7,3132,3132,26072,163.3,86.7,162.9,86.3,420701.0,5965,420701.0,2,60,5570.3,2389,9437,5694,1698.1,4,6,2520.0999999999995,3,3,0
4227,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,21931.6,4724.5,14013,14013,32456,163.3,86.7,162.7,86.0,1140441.0,22616,1140441.0,3,60,21182.6,12101,34671,21855,5934.2,4,6,749.0,3,3,0
4228,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5278.5,874.1,3938,3938,8557,163.3,86.7,163.1,86.1,274482.0,5139,274482.0,4,60,5447.7,3513,11073,5205,1429.8,4,6,0.0,3,3,0
4229,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5083.5,534.7,4280,4280,6567,63.5,88.5,63.0,88.0,264344.0,5047,264344.0,1,60,4826.4,3921,5875,4788,486.8,4,6,257.1000000000004,2,2,0
4230,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6845.1,2439.3,2823,2823,11897,63.5,88.5,62.5,88.1,355943.0,6458,355943.0,2,60,6799.4,2579,14527,5666,3379.2,4,6,45.70000000000073,2,2,0
4231,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8853.2,2924.9,4951,4951,16622,63.5,88.5,62.9,88.4,460364.0,8286,460364.0,3,60,8359.1,4513,19109,7317,3676.7,4,6,494.1000000000004,2,2,0
4232,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3231.4,1044.2,1921,1921,6328,63.5,88.5,63.1,88.4,168032.0,2971,168032.0,4,60,2781.5,2046,4766,2673,562.5,4,6,449.9000000000001,2,2,0
4233,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2470.7,566.5,1919,1844,4424,103.5,90.0,102.7,90.0,128476.0,2362,128476.0,1,60,2797.9,1759,5603,2448,993.7,4,6,0.0,2,0,1
4234,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16586.6,10423.8,4356,4356,36695,103.5,90.0,104.1,90.5,862503.0,14267,862503.0,2,60,17572.6,4200,35825,17583,10359.8,4,6,0.0,2,0,1
4235,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14423.4,5170.7,7605,7605,29142,103.5,90.0,103.4,90.1,750015.0,14601,750015.0,3,60,12911.1,8268,24010,12200,3623.6,4,6,1512.2999999999993,2,0,1
4236,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3566.0,533.2,3415,2725,4614,103.5,90.0,103.0,90.0,185434.0,3532,185434.0,4,60,3519.6,2516,6478,3346,687.7,4,6,46.40000000000009,2,0,1
4237,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6102.8,675.4,4362,4362,7693,129.5,92.0,129.0,92.0,317346.0,6201,317346.0,1,60,5929.8,4670,7340,5949,588.3,4,6,173.0,3,3,0
4238,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2086.0,285.4,1874,1707,3143,129.5,92.0,128.9,92.0,108471.0,2012,108471.0,2,60,2158.2,1660,3140,2104,383.9,4,6,0.0,3,3,0
4239,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12635.4,4901.5,5837,5837,26938,129.5,92.0,129.0,92.1,657042.0,11536,657042.0,3,60,8947.1,5745,14379,8711,2070.3,4,6,3688.2999999999993,3,3,0
4240,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5204.7,2090.3,6046,3318,11716,129.5,92.0,129.2,91.6,270646.0,4385,270646.0,4,60,4895.3,2879,9419,4118,1856.8,4,6,309.39999999999964,3,3,0
4241,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6796.2,607.5,6649,5435,8330,538.5,91.5,538.1,91.1,353405.0,6920,353405.0,1,60,6950.2,5519,9150,6931,787.7,4,6,0.0,1,1,0
4242,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4828.9,1614.4,2381,2381,8574,538.5,91.5,538.0,90.7,251101.0,4634,251101.0,2,60,3946.7,2369,8855,3661,1273.3,4,6,882.1999999999998,1,1,0
4243,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9604.3,2539.7,4958,4958,16422,538.5,91.5,537.9,90.9,499423.0,8831,499423.0,3,60,7376.6,4589,11547,7194,1749.9,4,6,2227.699999999999,1,1,0
4244,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3491.3,626.2,2569,2569,5133,538.5,91.5,537.9,90.9,181546.0,3409,181546.0,4,60,3353.0,2630,4535,3364,441.4,4,6,138.30000000000018,1,1,0
4245,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4015.6,568.3,2879,2879,5700,236.3,94.9,235.9,94.1,208811.0,3956,208811.0,1,60,4084.6,2939,6807,4069,667.2,4,6,0.0,3,3,0
4246,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9042.1,3792.9,3694,3694,17329,236.3,94.9,236.2,94.0,470189.0,8312,470189.0,2,60,3965.4,2333,11352,3637,1420.0,4,6,5076.700000000001,3,3,0
4247,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,24198.8,9973.5,10484,10484,46644,236.3,94.9,236.0,94.3,1258336.0,22972,1258336.0,3,60,11467.4,6223,21135,11052,3049.0,4,6,12731.4,3,3,0
4248,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4540.3,457.6,4305,3660,5531,236.3,94.9,235.9,94.0,236095.0,4531,236095.0,4,60,4383.2,3445,6340,4347,533.5,4,6,157.10000000000036,3,3,0
4249,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2635.9,763.1,1620,1620,4310,325.1,95.3,324.5,95.2,137065.0,2423,137065.0,1,60,2762.1,1617,5420,2414,1067.5,4,6,0.0,3,3,0
4250,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3532.8,1495.9,1920,1920,7707,325.1,95.3,325.8,95.1,183705.0,3132,183705.0,2,60,4048.1,1641,8523,3585,1983.9,4,6,0.0,3,3,0
4251,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14629.6,7381.9,5569,5569,39525,325.1,95.3,325.2,95.0,760740.0,12919,760740.0,3,60,9124.7,5753,13047,9064,1703.9,4,6,5504.9,3,3,0
4252,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4463.3,1015.2,3004,3004,7264,325.1,95.3,325.0,95.1,232091.0,4221,232091.0,4,60,3814.3,2700,5247,3722,583.4,4,6,649.0,3,3,0
4253,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3737.7,431.9,2824,2824,4622,79.5,96.5,79.0,96.0,194359.0,3685,194359.0,1,60,4002.1,3059,5817,3984,563.1,4,6,0.0,2,2,0
4254,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3293.5,1270.5,2556,1830,7396,79.5,96.5,79.6,96.2,171260.0,2790,171260.0,2,60,4360.5,1874,10273,3397,2432.0,4,6,0.0,2,2,0
4255,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10181.5,3061.5,5217,5217,19910,79.5,96.5,79.2,95.9,529437.0,9770,529437.0,3,60,8357.0,4597,14837,8426,2236.9,4,6,1824.5,2,2,0
4256,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2959.2,506.1,2216,2216,5012,79.5,96.5,78.9,96.0,153877.0,2851,153877.0,4,60,3022.3,2237,5185,2971,572.6,4,6,0.0,2,2,0
4257,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4981.4,730.7,3410,3410,6514,217.8,98.8,216.9,97.9,259033.0,4879,259033.0,1,60,5190.0,3802,6924,5271,806.7,4,6,0.0,3,3,0
4258,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13115.1,5514.9,7598,7598,31287,217.8,98.8,217.2,98.1,681987.0,11079,681987.0,2,60,9578.5,4467,16453,9183,3303.9,4,6,3536.6000000000004,3,3,0
4259,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,19336.9,7595.6,9370,9370,38229,217.8,98.8,217.3,97.8,1005520.0,18050,1005520.0,3,60,11102.8,7638,17475,10308,2532.8,4,6,8234.100000000002,3,3,0
4260,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5052.9,938.6,4989,3436,8086,217.8,98.8,216.7,97.9,262749.0,4989,262749.0,4,60,5127.7,3544,7407,5271,1015.0,4,6,0.0,3,3,0
4261,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5281.6,570.8,5187,4213,6757,618.7,101.7,618.0,101.0,274642.0,5220,274642.0,1,60,5065.1,3957,6481,5071,619.1,4,6,216.5,1,1,0
4262,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10158.4,9198.6,2150,2150,38689,618.7,101.7,618.6,101.1,528236.0,6883,528236.0,2,60,3080.0,1907,8284,2555,1245.6,4,6,7078.4,1,1,0
4263,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13871.2,5754.8,5277,5277,27345,618.7,101.7,618.3,101.0,721304.0,12362,721304.0,3,60,7631.8,5021,17049,6859,2364.1,4,6,6239.400000000001,1,1,0
4264,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4330.2,2140.2,2423,2423,13050,618.7,101.7,618.2,101.6,225168.0,3492,225168.0,4,60,3299.6,2342,7755,3119,901.6,4,6,1030.6,1,1,0
4265,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6196.6,550.0,5955,4800,7193,209.0,102.0,209.0,102.1,322225.0,6211,322225.0,1,60,5863.7,4306,7465,5857,750.3,4,6,332.90000000000055,3,3,0
4266,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12135.9,5910.0,5641,5641,28863,209.0,102.0,208.8,101.6,631067.0,9803,631067.0,2,60,11055.2,5688,21300,9236,4414.7,4,6,1080.699999999999,3,3,0
4267,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,18312.6,7837.6,8864,8864,37720,209.0,102.0,208.8,101.7,952257.0,15584,952257.0,3,60,13887.3,8741,29546,12822,4588.4,4,6,4425.299999999999,3,3,0
4268,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5643.9,779.0,5289,3874,7407,209.0,102.0,209.2,101.9,293485.0,5688,293485.0,4,60,5769.0,3988,9246,5689,921.0,4,6,0.0,3,3,0
4269,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4518.7,640.4,3310,3310,6415,240.0,102.5,240.1,102.0,234974.0,4459,234974.0,1,60,4532.0,3125,6807,4414,804.2,4,6,0.0,3,3,0
4270,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6280.3,2266.5,3701,3701,13432,240.0,102.5,239.8,101.8,326575.0,5944,326575.0,2,60,4184.3,2227,7118,3953,1103.3,4,6,2096.0,3,3,0
4271,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13131.4,6783.5,4717,4717,28172,240.0,102.5,239.4,101.9,682834.0,11881,682834.0,3,60,8692.5,4452,22044,7786,3643.6,4,6,4438.9,3,3,0
4272,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4111.8,641.2,2947,2947,5808,240.0,102.5,239.8,102.0,213812.0,4066,213812.0,4,60,4434.0,3065,7795,4324,874.4,4,6,0.0,3,3,0
4273,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5764.0,600.7,4537,4537,7575,545.3,104.1,545.0,104.0,299729.0,5732,299729.0,1,60,5813.7,4676,7350,5776,662.4,4,6,0.0,1,1,0
4274,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2868.6,630.8,1665,1665,5321,545.3,104.1,544.8,104.0,149165.0,2812,149165.0,2,60,3109.5,1900,4950,2983,729.3,4,6,0.0,1,1,0
4275,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11030.3,5255.6,5228,5228,27418,545.3,104.1,545.1,104.1,573578.0,9317,573578.0,3,60,7486.4,5116,11068,7363,1442.7,4,6,3543.9,1,1,0
4276,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4127.5,797.2,2817,2817,6347,545.3,104.1,545.2,103.8,214628.0,3937,214628.0,4,60,4673.0,2738,8838,4549,1517.0,4,6,0.0,1,1,0
4277,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4359.3,527.5,3185,3185,6060,275.0,108.5,275.0,108.0,226686.0,4296,226686.0,1,60,4247.2,3191,5974,4150,528.2,4,6,112.10000000000036,3,3,0
4278,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2523.2,811.1,1473,1473,4399,275.0,108.5,274.6,108.3,131205.0,2178,131205.0,2,60,3210.2,1553,5993,2844,1192.8,4,6,0.0,3,3,0
4279,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14400.4,7293.7,5596,5596,34406,275.0,108.5,274.6,108.1,748823.0,13343,748823.0,3,60,9429.6,3816,21156,7801,4758.3,4,6,4970.799999999999,3,3,0
4280,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3833.5,553.0,2998,2998,5733,275.0,108.5,274.8,108.0,199344.0,3805,199344.0,4,60,3680.0,2439,6317,3491,775.8,4,6,153.5,3,3,0
4281,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5547.4,606.5,4373,4373,7721,142.5,112.5,141.9,112.1,288465.0,5499,288465.0,1,60,5714.9,4386,8005,5692,596.2,4,6,0.0,3,3,0
4282,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2955.0,685.2,2089,2089,5540,142.5,112.5,142.0,111.8,153659.0,2852,153659.0,2,60,2825.1,1899,4815,2671,642.9,4,6,129.9000000000001,3,3,0
4283,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,15600.5,5000.8,8296,8296,30505,142.5,112.5,142.1,111.9,811228.0,14436,811228.0,3,60,12677.0,7354,18573,13244,2803.7,4,6,2923.5,3,3,0
4284,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5549.5,809.1,4106,4106,7455,142.5,112.5,142.1,112.0,288576.0,5525,288576.0,4,60,5681.5,3833,10990,5602,1227.5,4,6,0.0,3,3,0
4285,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4156.2,611.5,4291,3136,5977,233.0,114.5,233.0,114.1,216123.0,4100,216123.0,1,60,4541.1,3093,6273,4463,736.3,4,6,0.0,3,3,0
4286,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4803.4,1578.9,2291,2291,8253,233.0,114.5,233.3,114.0,249779.0,4368,249779.0,2,60,4035.0,2252,9048,3531,1575.0,4,6,768.3999999999996,3,3,0
4287,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12735.5,4547.1,6567,6567,27000,233.0,114.5,233.3,114.1,662248.0,11883,662248.0,3,60,10344.5,5960,16193,10653,2880.6,4,6,2391.0,3,3,0
4288,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5411.4,1017.7,3752,3752,7889,233.0,114.5,233.0,114.2,281391.0,5147,281391.0,4,60,5314.4,3350,8993,5159,1266.5,4,6,97.0,3,3,0
4289,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6008.0,572.6,5873,4835,7574,190.8,119.2,190.0,119.0,312416.0,6019,312416.0,1,60,6040.4,4043,7796,6136,852.8,4,6,0.0,3,3,0
4290,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17140.2,2278.7,12925,12925,21792,190.8,119.2,190.0,119.0,891289.0,16859,891289.0,2,60,18508.3,12060,25380,18939,3155.2,4,6,0.0,3,3,0
4291,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22290.1,4762.5,21791,14876,37370,190.8,119.2,189.9,118.7,1159087.0,21329,1159087.0,3,60,21862.5,13053,37628,19649,5985.5,4,6,427.59999999999854,3,3,0
4292,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9448.2,1081.5,7443,7443,11646,190.8,119.2,189.9,118.9,491305.0,9449,491305.0,4,60,8856.0,5740,12749,8923,1577.4,4,6,592.2000000000007,3,3,0
4293,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5842.2,951.2,3813,3813,7670,202.0,118.5,202.2,117.9,303796.0,5639,303796.0,1,60,5944.2,4120,7904,6234,890.3,4,6,0.0,3,3,0
4294,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10605.7,3408.9,6637,6637,21916,202.0,118.5,201.8,117.6,551496.0,9903,551496.0,2,60,15117.4,6560,30904,14528,5148.2,4,6,0.0,3,3,0
4295,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,15804.9,4111.3,8294,8294,25625,202.0,118.5,202.1,117.9,821853.0,14901,821853.0,3,60,18497.7,8518,36571,16115,8098.8,4,6,0.0,3,3,0
4296,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5548.3,881.8,3979,3979,8600,202.0,118.5,201.8,118.0,288513.0,5456,288513.0,4,60,5588.1,3957,7576,5692,901.6,4,6,0.0,3,3,0
4297,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4415.4,635.4,4401,3305,6367,59.0,121.0,59.0,121.2,229602.0,4401,229602.0,1,60,4730.5,3338,6321,4684,612.3,4,6,0.0,2,2,0
4298,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2904.9,618.6,2573,1884,4721,59.0,121.0,59.1,120.8,151054.0,2785,151054.0,2,60,2925.1,1662,6641,2784,783.7,4,6,0.0,2,2,0
4299,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8455.1,3380.2,3899,3899,18291,59.0,121.0,58.8,121.3,439665.0,7499,439665.0,3,60,6381.4,3939,13000,5861,1807.9,4,6,2073.7000000000007,2,2,0
4300,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3613.2,1075.8,2151,2151,7153,59.0,121.0,58.8,121.1,187885.0,3283,187885.0,4,60,3010.4,2114,5262,2969,582.3,4,6,602.7999999999997,2,2,0
4301,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5231.5,543.4,4235,4235,6705,520.8,123.5,520.0,122.9,272038.0,5203,272038.0,1,60,5321.1,3759,7316,5236,650.9,4,6,0.0,1,1,0
4302,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4129.3,1318.7,2291,2291,7829,520.8,123.5,520.4,123.0,214726.0,3813,214726.0,2,60,3648.2,2144,6772,3323,1109.7,4,6,481.1000000000004,1,1,0
4303,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14010.6,4906.8,7704,7704,33049,520.8,123.5,519.9,123.1,728550.0,12266,728550.0,3,60,11357.4,6069,18459,11248,3200.1,4,6,2653.2000000000007,1,1,0
4304,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3495.0,681.2,2989,2456,6001,520.8,123.5,520.2,123.0,181739.0,3382,181739.0,4,60,3074.9,2175,4784,3067,466.9,4,6,420.0999999999999,1,1,0
4305,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5660.1,822.4,4701,4398,7835,167.0,126.5,167.0,125.9,294323.0,5615,294323.0,1,60,5817.3,4346,7187,5813,612.4,4,6,0.0,3,3,0
4306,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16381.6,5226.1,8233,8233,29138,167.0,126.5,167.3,126.3,851845.0,17028,851845.0,2,60,13478.7,4686,26547,11500,6342.4,4,6,2902.9,3,3,0
4307,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,28736.8,10896.7,14026,14026,51432,167.0,126.5,167.1,126.2,1494311.0,26105,1494311.0,3,60,17989.0,10724,39215,15206,7258.4,4,6,10747.8,3,3,0
4308,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7047.9,1615.3,5673,5061,12208,167.0,126.5,167.1,126.1,366489.0,6715,366489.0,4,60,7800.9,4567,18798,6771,2884.3,4,6,0.0,3,3,0
4309,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4623.0,559.0,3707,3707,6395,596.2,128.5,596.0,127.9,240398.0,4659,240398.0,1,60,4651.1,3061,6246,4734,691.3,4,6,0.0,1,1,0
4310,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2232.3,478.1,1598,1598,3794,596.2,128.5,595.9,128.0,116078.0,2053,116078.0,2,60,2521.4,1391,4806,2257,856.5,4,6,0.0,1,1,0
