,image,cellid,transcnt,treat,labelid_cell,area_cell,major_axis_length_cell,minor_axis_length_cell,mean_intensity-1,mean_intensity-2,mean_intensity-3,zsum_intensity_0,zsum_intensity_1,zsum_intensity_2,zsum_intensity_3,labelid_nuc,cell_linkid,area_nuc,mean_intensity-0,eccentricity,major_axis_length_nuc,minor_axis_length_nuc
47,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,4,1,C+A+Puro_48h,4,51311,320.574469119388,223.90589647206824,3881.371323887665,14269.596168462902,1636.0286293387385,70392208.0,324751401.0,3996375896.0,10274881.0,5,4,13967,3318.747404596549,0.628185864595382,154.07507507261923,119.88016340984724
48,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,1,24,C+A+Puro_48h,1,49818,362.6832055373632,189.0897383850592,4636.948612951142,24267.08796017504,3196.3458187803603,715764519.0,590886887.0,8834561060.0,528405166.0,1,1,20038,6937.096316997704,0.776520917334372,202.3240139289037,127.48263605524352
49,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,2,12,C+A+Puro_48h,2,148621,529.2627970901481,380.83618086874486,4270.999791415748,16058.246748440664,1957.6069128857969,560155899.0,1023305245.0,12517401506.0,128797204.0,2,2,36107,5098.951449857368,0.2947720758193285,222.4184047865364,212.53581952915016
50,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,2,12,C+A+Puro_48h,2,148621,529.2627970901481,380.83618086874486,4270.999791415748,16058.246748440664,1957.6069128857969,560155899.0,1023305245.0,12517401506.0,128797204.0,3,2,1784,3659.341928251121,0.9817338458023892,115.39641514995508,21.95525777840022
51,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,3,5,C+A+Puro_48h,3,60169,353.017760685646,223.9818082516952,3148.7658428759,26730.0106034669,3851.109973574432,1030254209.0,360656161.0,12012997735.0,735755184.0,4,3,18775,9020.140399467376,0.442883499581087,165.3059086425832,148.20983415676156
52,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,4,29,C+A+Puro_48h,4,121016,491.3904910026517,339.33621500827905,3554.298456402459,17059.75541250744,3098.4938024724,688255753.0,548244547.0,10926574617.0,638384218.0,5,4,26649,6009.996998011183,0.7193103411149492,222.07912803381345,154.27589963338505
53,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,5,7,C+A+Puro_48h,5,137806,566.8299192331968,322.15895828147995,2880.00690826234,18155.883096527003,3282.693438602093,744645323.0,349020879.0,12655226344.0,980360652.0,6,5,21593,6450.404205066457,0.6661177643590599,192.6817194206533,143.71100185982087
54,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,1,4,C+A+Puro_48h,1,75319,341.46426435328146,291.7668298645371,3169.4092061763963,15156.101767150389,1545.1789853821745,445823098.0,258158839.0,5058496820.0,1587928.0,1,1,23568,5179.70994568907,0.71336251712852,208.90481929739835,146.39949563595422
55,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,2,13,C+A+Puro_48h,2,129069,473.00897732648417,368.1628827044784,2962.66847965042,15167.894630004106,1589.7586794660222,840145319.0,354582521.0,8464177599.0,3963185.0,2,2,22821,7275.121598527672,0.7749365862643909,216.37114030670423,136.75499739346458
56,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,4,16,C+A+Puro_48h,4,127267,455.2238315314096,389.16489858123873,3228.047710718411,15973.17573290798,1983.8362733465865,788472828.0,420212299.0,9691303516.0,88606670.0,3,4,24249,6685.262979916698,0.5729527803214507,196.530642556724,161.0742308204473
57,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,3,22,C+A+Puro_48h,3,124496,423.545263198686,394.80720435580025,5344.023165402905,18630.13578749518,1729.2177178383242,1048658604.0,1223741124.0,12313567683.0,10147536.0,3,3,27479,7437.468939917755,0.5974948058214711,209.90447911195463,168.3166884239542
58,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,4,14,C+A+Puro_48h,4,72712,389.5138947297905,245.64514382664603,3598.2299757949168,12504.901336780724,1534.7991253163163,451328678.0,332920918.0,4082357997.0,1122549.0,4,4,22900,5204.964017467249,0.7124570264727951,205.1925670113469,143.98685483125013
59,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,5,12,C+A+Puro_48h,5,175577,718.4811361405847,339.4184984815012,6720.827574226692,26619.22898215598,1741.554167117561,740975022.0,2854809688.0,27521735860.0,21344212.0,5,5,38472,5387.200171553338,0.8452420863624764,303.45349352031644,162.1605656130552
60,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,6,2,C+A+Puro_48h,6,86149,537.3444984877965,213.52202386785888,3662.7996262289753,10903.098097482269,2387.610593274443,41150715.0,395447964.0,4050160861.0,135169151.0,7,6,8022,3208.0046123161305,0.8777242985373112,150.46462067376189,72.09753046135121
61,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,1,8,C+A+Puro_48h,1,107569,506.0120843464195,299.8374408618157,2882.631827013359,9941.056354525932,3947.894690849594,299616893.0,271835479.0,4286429318.0,933706235.0,1,1,25189,4182.988447338124,0.4723446272500457,192.9949604982136,170.10845066573663
62,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,2,6,C+A+Puro_48h,2,98767,548.5835438358499,246.89863003929167,2537.3947067340305,12226.77365921816,4273.947178713538,859801027.0,191496463.0,6007908035.0,1258659045.0,2,2,24519,7182.149068069661,0.7282411757344702,215.5429655930038,147.71610765886547
63,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,3,11,C+A+Puro_48h,3,102901,442.8794862334737,305.56870027754445,3578.533619692714,15535.08716144644,5191.196353776932,842471602.0,449687735.0,8332849659.0,1909019773.0,3,3,29904,6625.511403156768,0.7136050582928303,234.0108271913683,163.9358704929136
64,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,4,7,C+A+Puro_48h,4,102380,491.313281252677,269.56972799451563,3480.5326919320178,21355.241541316664,5048.727300253956,799983821.0,502938342.0,13567952855.0,2102684368.0,4,4,25244,6529.740215496751,0.8560457548456054,252.25069103698917,130.3883957662463
65,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,5,9,C+A+Puro_48h,5,88581,502.7898445611667,241.8926530002725,3211.5645793115905,13959.026032670665,3340.197051286393,477663525.0,342442270.0,6139857402.0,577513864.0,5,5,25873,4984.760020098172,0.5567809176523296,201.33944888752757,167.24450228616126
66,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,1,5,C+A+Puro_48h,1,78967,479.63932134130096,235.27494620647332,2613.806640748667,12917.033165752782,3289.854445527879,489417348.0,154069689.0,4838452383.0,468729220.0,1,1,23395,5597.28967728147,0.8911523764605648,260.71834131078134,118.2889894691957
67,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,2,17,C+A+Puro_48h,2,195904,544.1907930955501,473.56470348719216,3560.060733828814,15050.393243629533,3264.42575445116,2133559878.0,851894537.0,14796495364.0,1432309623.0,2,2,25282,10459.67743849379,0.5900509494091009,200.06531208574532,161.52593312953744
68,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,3,10,C+A+Puro_48h,3,105931,535.3042778091545,300.01221209549726,2141.346140412155,12409.075256534914,3804.70507216962,805510083.0,121093226.0,6127291600.0,1063332165.0,3,3,23656,6787.059435238417,0.7600054553602308,216.4202656947517,140.6551433756226
69,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,4,1,C+A+Puro_48h,4,43125,425.8838059302814,141.5711762667587,2071.3788985507244,13093.877171014492,3575.769808695652,221469574.0,43852379.0,2878750020.0,373998595.0,4,4,12799,4907.056645050395,0.8883443686417205,193.00634702360404,88.624236262241
70,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,1,2,C+A+Puro_48h,1,42753,264.29861291773625,218.71847899513085,3159.382826936121,9888.778424905857,1683.3268308656702,28954041.0,140944144.0,1431358851.0,4131062.0,1,1,1751,5069.679611650486,0.9642140425010692,94.45205072972178,25.04160255371651
71,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,2,3,C+A+Puro_48h,2,95006,443.6544174152564,297.1012110733938,3803.027587731301,10911.80562280277,2045.1237606045931,926418879.0,499824246.0,4061000261.0,51076119.0,2,2,32132,6018.963743308851,0.7413451498467419,248.07526396786773,166.48925336815637
72,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,3,40,C+A+Puro_48h,3,196032,581.2584506202236,438.9208581978971,3589.025353003591,15248.750698865491,5874.9332302889325,2185692280.0,952364457.0,13841636514.0,4919269890.0,3,3,32433,9748.028150340702,0.5207746837184187,220.74236690363423,188.4464707804736
73,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,5,7,C+A+Puro_48h,5,74389,331.4143011308422,293.6929945092829,2335.9213593407626,7241.430870155534,1504.165508341287,280903979.0,120263743.0,1548333297.0,10809086.0,4,5,13933,4824.92176846336,0.6110656895140247,152.71489792838966,120.8860421851554
74,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,1,1,C+A+Puro_48h,1,32888,248.68622872069005,180.6834391732957,6317.722421551934,10654.97138774021,1736.2746290440282,82282218.0,386977799.0,1281037980.0,4342765.0,2,1,4202,5305.093526891957,0.9761117443372614,162.08116335002268,35.215228768527574
75,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,2,1,C+A+Puro_48h,2,95160,484.2515899706663,266.274032544497,4095.601839007986,12155.10931063472,2069.3455653635983,493690938.0,537017521.0,4863646851.0,58560862.0,1,2,17176,6277.394387517466,0.7672767220503345,188.1895871189824,120.68902552324384
76,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,3,7,C+A+Puro_48h,3,64132,447.97245627779176,197.4343528920297,2763.9847969812263,14145.678413272624,5292.552766169775,305217535.0,156063802.0,3951375260.0,1068160745.0,3,3,6797,8603.535089009858,0.8851936871660695,141.15770715177968,65.66976594615811
77,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,4,11,C+A+Puro_48h,4,159308,493.79136412719447,417.7666900083174,4205.979511386748,10423.155447309617,1817.492812664775,2018678788.0,996751591.0,7155370287.0,33530366.0,4,4,31188,9666.85273181993,0.6516136546318964,229.00905778135711,173.71505363780938
78,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,5,9,C+A+Puro_48h,5,157062,572.6870096297985,372.433139576472,3103.738179827075,8839.362245482676,1691.155995721435,1392700396.0,498562376.0,4868959511.0,23269127.0,5,5,25770,8449.784749708964,0.8104918659685613,238.4396285893852,139.6659865361566
79,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,1,4,C+A+Puro_48h,1,41984,355.5919953432352,155.55492863370358,2627.4256383384145,9826.203172637195,2138.882931592988,50100011.0,83227285.0,1656938171.0,29380476.0,1,1,5796,4286.197550034507,0.8882961321118097,131.10600195585005,60.213203212944265
80,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,2,38,C+A+Puro_48h,2,218624,714.1393520942714,426.06345617756,4091.7996194379393,18563.559316451992,3374.796541093384,2068375913.0,1339955597.0,22787185921.0,1547998858.0,2,2,50980,7339.546194586112,0.6981582229155551,302.27291218505223,216.41032682806133
81,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,3,6,C+A+Puro_48h,3,93952,671.7371469743771,194.4920607730537,4458.041574420981,14943.688096049049,2621.0068652077657,749725622.0,699092690.0,7821637435.0,306867205.0,3,3,26895,5516.746867447481,0.9051825549406934,293.16742912920967,124.60289736894828
82,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,4,3,C+A+Puro_48h,4,64256,447.7551351406026,211.16504786993397,5750.138477340637,20160.438511578686,1932.995097734064,577883813.0,1381886517.0,8983533816.0,28278390.0,4,4,30765,5028.663221192914,0.8059047884898047,272.02057906157046,161.04846734793813
83,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 9_c405_c488_c561_c640,1,1,C+A+Puro_48h,1,69694,472.5265442729024,195.79603860347484,5195.861422791058,12333.932318420524,1864.683057365053,219855130.0,673723654.0,4084245942.0,32552708.0,1,1,14311,4501.911187198659,0.8954018263698351,207.64540646461728,92.45598423053036
84,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 9_c405_c488_c561_c640,2,43,C+A+Puro_48h,2,183654,632.5774361399378,385.2877020721083,3435.080352183998,14241.558283511386,4695.110931425398,970589934.0,752507607.0,11906287148.0,2909565564.0,2,2,31401,6735.781312697048,0.7960299980772354,257.2970734165655,155.73089857441843
85,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x_ - 9_c405_c488_c561_c640,3,5,C+A+Puro_48h,3,91194,447.9607679359515,286.78130073932755,2442.7953154812817,9013.983694102682,2223.2506853521063,532648101.0,177120081.0,3182453486.0,111299982.0,3,3,20411,5507.883396207927,0.6376689477290235,184.362575018142,142.01643293102592
86,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x__c405_c488_c561_c640,1,50,C+A+Puro_48h,1,139898,448.5778621419824,417.6129142161189,11100.537520193284,17170.647293027778,1716.0412800754837,1759268173.0,5062927242.0,13584858577.0,28814419.0,2,1,28391,9241.574724384487,0.4984867326465925,204.6824546976501,177.43867307552904
87,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x__c405_c488_c561_c640,2,19,C+A+Puro_48h,2,129230,1012.1036594359348,190.50150065392165,8451.583974309371,14975.864613479842,4182.576120095953,314210449.0,3017840606.0,10813374057.0,1455704300.0,1,2,1398,4875.794706723891,0.9059700892923896,66.97678544484447,28.35406639654536
88,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x__c405_c488_c561_c640,2,19,C+A+Puro_48h,2,129230,1012.1036594359348,190.50150065392165,8451.583974309371,14975.864613479842,4182.576120095953,314210449.0,3017840606.0,10813374057.0,1455704300.0,3,2,11294,6288.487249867186,0.9322783484818328,203.7407731112828,73.70154022360359
89,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x__c405_c488_c561_c640,3,20,C+A+Puro_48h,3,172810,664.9856884822997,347.1227147101069,10660.322973207569,16636.315543081997,2032.3453851050288,1813652619.0,5541164362.0,15625518368.0,112914793.0,4,3,29929,8902.969628119883,0.7498772689837271,240.96233013874317,159.4151272060192
90,052121_Hela_CBS_C+A+Puro_48h_Flag TR_MCP JF646_100x__c405_c488_c561_c640,4,1,C+A+Puro_48h,4,44210,313.91103629471354,192.51107090004277,4209.81676091382,7607.6674508029855,1305.3519113322775,154126965.0,248311739.0,1177830896.0,50290.0,5,4,1867,4054.101767541511,0.9179652103606702,80.15067692884007,31.79263994714418
91,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 10_c405_c488_c561_c640,1,55,C+A_48h,1,119386,502.6484400483164,321.48872286463774,5746.350677633894,12899.203231534686,4313.805370813999,2419077488.0,2428488965.0,11490101036.0,3418597056.0,1,1,13743,18386.69737320818,0.4923104918348538,143.69299629448386,125.07320857579066
92,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 10_c405_c488_c561_c640,2,97,C+A_48h,2,145334,702.6614642051665,301.229785158309,4007.366239145692,7874.044559428627,5958.698570190045,718823212.0,851468156.0,4290039317.0,3354137928.0,2,2,3830,6612.300522193212,0.9127901612876224,113.24734898699286,46.25348395001812
93,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 10_c405_c488_c561_c640,2,97,C+A_48h,2,145334,702.6614642051665,301.229785158309,4007.366239145692,7874.044559428627,5958.698570190045,718823212.0,851468156.0,4290039317.0,3354137928.0,3,2,21207,6448.109444994578,0.8170555908570485,221.94176790532703,127.96250085156407
94,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 10_c405_c488_c561_c640,3,108,C+A_48h,3,144485,671.280300340137,277.68010630331787,4380.052801328858,5820.5099076028655,4471.743232861542,1289649351.0,943384384.0,2362373378.0,1875949625.0,4,3,40514,6230.864515969788,0.778361921270946,287.24827004708254,180.33901178870013
95,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 10_c405_c488_c561_c640,4,30,C+A_48h,4,55939,428.93433717049805,194.58446147417328,3384.8583993278394,4300.967160657145,2153.609324442697,418879235.0,213017641.0,456756127.0,55148554.0,5,4,20554,4852.860319159287,0.6027211904047876,184.7375127257434,147.41164140042062
96,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 11_c405_c488_c561_c640,2,53,C+A_48h,2,59168,543.480311252514,153.3505490369936,6970.707696727961,6962.224310438075,1579.1929590319091,85133198.0,816102943.0,1133861924.0,4361366.0,1,2,2527,6739.254056193115,0.9864280382378396,147.00149599121573,24.136788585549404
97,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 11_c405_c488_c561_c640,3,210,C+A_48h,3,170530,600.6512538177899,383.15366690670805,6188.017744678356,8078.760470298481,3004.656089837565,1776753180.0,2008860890.0,4738997022.0,659004787.0,2,3,33102,8426.564618452057,0.6452406866423636,235.48983190432335,179.90937010849794
98,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 11_c405_c488_c561_c640,4,102,C+A_48h,4,156419,739.6998222492834,307.1470130603101,3696.0714427275457,5708.946393980271,2863.6579187950315,605503873.0,716112946.0,2187250340.0,516850112.0,3,4,18428,6135.421966572607,0.9146734419224,248.1105962285295,100.28472379228756
99,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 11_c405_c488_c561_c640,5,49,C+A_48h,5,82800,388.96184961716193,293.07081190822936,4587.642596618358,6072.43824879227,3564.5452777777778,268828454.0,611366734.0,1314254362.0,519639241.0,4,5,17003,4562.297241663236,0.5231459173401279,164.1889974507302,139.92894476550163
100,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 12_c405_c488_c561_c640,1,29,C+A_48h,1,27136,258.6187592390493,153.37280530026905,3007.5455114976417,4859.539652122641,1802.157244988208,53902136.0,80880496.0,249316254.0,5877890.0,1,1,6536,3621.24311505508,0.7939090084774101,120.71291911711477,73.39787086314162
101,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 12_c405_c488_c561_c640,2,185,C+A_48h,2,159390,536.6853355138973,397.40610944684346,4673.174829035698,8080.118602170776,1784.2958215697347,2021049975.0,1159122025.0,4377160652.0,38329477.0,2,2,29892,9506.06138766225,0.6882662486839375,229.3844794826827,166.40884700474692
102,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 12_c405_c488_c561_c640,3,90,C+A_48h,3,98321,636.2646814770872,209.5785608270854,3103.7725714750663,7882.027827219007,2934.044395398745,864271782.0,303840860.0,2575985740.0,375843458.0,3,3,16249,8683.640654809527,0.8754218343494368,211.8497191082533,102.399619381895
103,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 12_c405_c488_c561_c640,5,194,C+A_48h,5,195157,665.4990186065853,389.69432121746814,3366.638485936964,7518.6532894028915,4954.589791808647,1590021488.0,717946594.0,4790658918.0,3266035562.0,4,5,36705,7420.727448576488,0.7788061746295226,273.41591064259507,171.5041357593981
104,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 13_c405_c488_c561_c640,1,64,C+A_48h,1,55464,394.6577341256747,185.328216766384,4406.912123178999,6179.655848838886,2247.8005372854464,112070444.0,404541905.0,927522035.0,55563977.0,1,1,7917,4342.377415687761,0.9025096017990488,158.34020204790323,68.19233249101552
105,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 13_c405_c488_c561_c640,2,27,C+A_48h,2,61397,330.39161053013584,251.83519733681825,4733.836180920892,7288.592032183983,2167.480658664104,716334612.0,462701647.0,1703828295.0,52183602.0,2,2,21165,5678.499125915427,0.7697572206171326,210.66085793693827,134.47256986748252
106,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 13_c405_c488_c561_c640,3,225,C+A_48h,3,169093,643.6123728464763,358.97764671814485,6461.000520423672,8840.359482651558,6384.215230671879,2318034716.0,2274182431.0,5625579167.0,4565926605.0,3,3,38281,9585.95068049424,0.7081000946805269,263.9781206713567,186.3981373179924
107,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 13_c405_c488_c561_c640,4,205,C+A_48h,4,178920,665.4613262008427,358.68464547742184,5927.597373127655,7905.733299798792,4012.920852895149,1973947863.0,2236493264.0,5510362271.0,2190003081.0,4,4,35166,8514.022408007735,0.7012089488112212,251.44223826950585,179.26720872604955
108,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,1,24,C+A_48h,1,37088,256.8282825847877,199.2937690754993,3746.182592752373,6078.517579810181,1324.8867558239865,125047329.0,168157298.0,528453153.0,419148.0,1,1,8638,4407.642394072702,0.7537214273816862,132.38895386234023,87.00523181225462
109,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,2,111,C+A_48h,2,116883,521.9683841438948,293.3445102802672,5547.487230820564,10904.5082005082,2471.0682391793503,1260705109.0,1195273179.0,5166225539.0,206389725.0,2,2,23767,8078.825051542054,0.8749576182260499,251.02717933273743,121.54723744317891
110,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,3,75,C+A_48h,3,77916,405.5749715405158,269.4309832744128,5447.259510241799,9980.216361209508,1986.9557857179527,530327558.0,735258856.0,2757636665.0,42774399.0,3,3,21876,5577.661272627537,0.7436082520653915,207.5630809122783,138.77990563942427
111,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,4,87,C+A_48h,4,93414,422.7479880651687,290.1417298516368,3204.411619243368,8098.34422035241,4714.752178474319,840670413.0,328829642.0,2622233048.0,1316009209.0,4,4,22388,7209.943183848491,0.757537614293481,209.59608969212144,136.822549068594
112,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,5,75,C+A_48h,5,93424,484.1079783193717,274.480294038511,3477.59418350745,8390.300383199177,4580.306131186847,694829222.0,375691047.0,2701668185.0,1237078524.0,5,5,25375,5868.344945812808,0.7749668834751745,228.88953605189357,144.658608621218
113,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,6,17,C+A_48h,6,40184,344.3512042299621,168.12162522547186,2565.799870595262,5441.565498705952,3214.512641847501,107893379.0,78221231.0,589859487.0,196631714.0,6,6,16846,3414.338240531877,0.8072941643218012,197.90900138812648,116.7958478951096
114,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 14_c405_c488_c561_c640,7,10,C+A_48h,7,31094,370.8847966660485,114.60332494526988,3480.3137582813406,5783.935904032933,3294.4088248536696,16456165.0,114724400.0,431806321.0,140798060.0,7,7,3457,3236.3187735030374,0.9795800656147728,155.73204042562398,31.310620968802084
115,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,1,27,C+A_48h,1,46277,322.50512829816194,207.66760703578677,9088.762581844112,15019.496510145427,1328.9530004105711,962376871.0,2084945658.0,4967134478.0,144191.0,1,1,17020,4645.083666274971,0.9365238741816648,252.08426979369463,88.38170597043667
116,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,1,27,C+A_48h,1,46277,322.50512829816194,207.66760703578677,9088.762581844112,15019.496510145427,1328.9530004105711,962376871.0,2084945658.0,4967134478.0,144191.0,2,1,14616,6603.466475095785,0.7681065188035097,173.37158065162927,111.01365244024912
117,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,2,171,C+A_48h,2,138140,445.2231510137629,398.9626011975391,5207.861915448096,10285.262871000434,1673.696228463877,1455663699.0,1268257993.0,5844370668.0,9862202.0,3,2,25810,8676.995079426579,0.5342036617077568,197.6981637451297,167.12529161923942
118,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,3,50,C+A_48h,3,44753,280.08249208986155,231.3123436824484,6423.216745246129,9879.271065626885,1588.1459343507695,223075396.0,555261010.0,1716178141.0,2640748.0,4,3,16303,4772.889713549654,0.8471023362223253,204.9330326310545,108.90752047483964
119,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,4,26,C+A_48h,4,26718,290.328050837007,135.99403270135568,3496.32539860768,11012.30533722584,2277.7062654390297,44549399.0,98917263.0,1158955940.0,24907907.0,5,4,1709,6174.018724400234,0.9770298083587966,106.3465553175308,22.66273628508062
120,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,5,86,C+A_48h,5,119574,463.1133854779803,358.1497380314844,4179.947162426614,11780.398732165855,2077.5301821466205,953374466.0,699909555.0,5778382497.0,67193605.0,6,5,29671,6440.609551413839,0.3314315704508978,200.6998710609392,189.3561658368716
121,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,6,107,C+A_48h,6,106632,457.7532501994362,309.5916878651028,4917.480943806737,6983.908695325981,1761.9265698852128,1201588598.0,804907615.0,2383029036.0,19306205.0,7,6,26534,7266.560224617472,0.8218742092804128,244.22548531511387,139.12769111473926
122,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,7,17,C+A_48h,7,36237,258.5157230282504,190.61254003213705,1692.211110191241,5996.692910561029,3254.417197891658,98422188.0,15888325.0,579786211.0,189316329.0,8,7,11807,3570.954095028373,0.6937365991259544,149.22076989737252,107.47309673064424
123,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 15_c405_c488_c561_c640,8,15,C+A_48h,8,43679,413.1563744070829,142.8482786539361,6015.677739874997,8602.655486618283,1650.5776460083794,45064955.0,715152602.0,1781243234.0,6378878.0,9,8,8580,3267.0003496503496,0.869749728824153,151.53009691742602,74.77905258274818
